name,rating,address,hours_today,website,phone,latitude,longitude,link,is_relevant,from_,destination
Pahala Kencana,"4,0","3H3R+F4V, Jl. Soekarno-Hatta, Kb. Lega, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40235",,,0888-6215-696,-6.9462541,107.5903089,https://www.google.com/maps/place/Pahala+Kencana/data=!4m7!3m6!1s0x2e68e8b917a2f2d1:0x21160cddbb978ba2!8m2!3d-6.9462541!4d107.5903089!16s%2Fg%2F1hm61hddc!19sChIJ0fKiF7noaC4RoouXu90MFiE?authuser=0&hl=id&rclk=1,True,Bandung,"Jakarta, Bekasi, Bogor, Depok, Cirebon, Denpasar (Bali), Surabaya, Malang"
Pahala Kencana CARINGIN 186,"4,0","Sebrang ruko taman surya Jl. Soekarno-Hatta No.186, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40222",08.00–16.00,https://bit.ly/3COkGqv,0813-2107-8823,-6.9388541,107.5802651,https://www.google.com/maps/place/Pahala+Kencana+CARINGIN+186/data=!4m7!3m6!1s0x2e68e8ae09bcac3f:0x8d47c8075803aa17!8m2!3d-6.9388541!4d107.5802651!16s%2Fg%2F11bbyg8ssr!19sChIJP6y8Ca7oaC4RF6oDWAfIR40?authuser=0&hl=id&rclk=1,True,Bandung,"Jakarta, Bekasi, Bogor, Depok, Cirebon, Denpasar (Bali), Surabaya, Malang"
Pahala Kencana Paramon,"5,0","Jl. Raya Bandung - Garut Jl. Rancaekek No.km.24 5, Sindangpakuon, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364",,http://pahalakencana.co.id/,0882-0018-01954,-6.9664965,107.8220701,https://www.google.com/maps/place/Pahala+Kencana+Paramon/data=!4m7!3m6!1s0x2e68c5a8ca915d0b:0xab9260ba8a4666b2!8m2!3d-6.9664965!4d107.8220701!16s%2Fg%2F11c20sptx5!19sChIJC12RyqjFaC4RsmZGirpgkqs?authuser=0&hl=id&rclk=1,True,Bandung,"Jakarta, Bekasi, Bogor, Depok, Cirebon, Denpasar (Bali), Surabaya, Malang"
"Pahala Kencana, TAM & Gunung Harta Caringin SPBU","4,1","Sebrang SPBU Caringin, Jl. Soekarno-Hatta No.187 B, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40233",,https://wa.me/6282126494763,0812-2269-7888,-6.9410245,107.5822975,"https://www.google.com/maps/place/Pahala+Kencana,+TAM+%26+Gunung+Harta+Caringin+SPBU/data=!4m7!3m6!1s0x2e68c3271dd44bab:0xebae8d7cc816c92c!8m2!3d-6.9410245!4d107.5822975!16s%2Fg%2F11fmbb1gp8!19sChIJq0vUHSfDaC4RLMkWyHyNrus?authuser=0&hl=id&rclk=1",True,Bandung,"Jakarta, Bekasi, Bogor, Depok, Cirebon, Denpasar (Bali), Surabaya, Malang"
Pahala Kencana. PT - Penjualan (Kebon Jati),"4,0","JL. Kebon Jati No. 90, Bandung - West Java, Kebon Gedang, Batununggal, Bandung City, West Java 40274",,,(022) 7835656,-6.928759,107.642875,https://www.google.com/maps/place/Pahala+Kencana.+PT+-+Penjualan+%28Kebon+Jati%29/data=!4m7!3m6!1s0x2e68e63d0378ff1d:0xf154e3da2a9ac803!8m2!3d-6.928759!4d107.642875!16s%2Fg%2F1tgm08hm!19sChIJHf94Az3maC4RA8iaKtrjVPE?authuser=0&hl=id&rclk=1,True,Bandung,"Jakarta, Bekasi, Bogor, Depok, Cirebon, Denpasar (Bali), Surabaya, Malang"
Pahala kencana office,"4,1","Jl. Peta No.68, Situsaeur, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40231",,https://pahalakencana.co.id/,0852-2216-1826,-6.9373077,107.598979,https://www.google.com/maps/place/Pahala+kencana+office/data=!4m7!3m6!1s0x2e68e90a158294f9:0x91bd0f9f4bcf6745!8m2!3d-6.9373077!4d107.598979!16s%2Fg%2F11lvvh5sdr!19sChIJ-ZSCFQrpaC4RRWfPS58PvZE?authuser=0&hl=id&rclk=1,True,Bandung,
Pamitran Jaya,"4,7","Jl. Kiara Condong No.417, Kb. Kangkung, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40284",07.30–21.00,http://www.pamitranjayatravel.com/,(022) 7316262,-6.9371124,107.6425388,https://www.google.com/maps/place/Pamitran+Jaya/data=!4m7!3m6!1s0x2e68e86d7d08df5f:0x46e05d84b7a2fe5d!8m2!3d-6.9371124!4d107.6425388!16s%2Fg%2F1pzqkvhhd!19sChIJX98IfW3oaC4RXf6it4Rd4EY?authuser=0&hl=id&rclk=1,True,Bandung,
Pasteur Trans Buah Batu,"4,2","Jl. Terusan Buah Batu samping ayam kalasan No.231, Kujangsari, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40287",05.00–21.00,http://www.pasteurtrans.id/,0821-2009-8889,-6.9607203,107.6392042,https://www.google.com/maps/place/Pasteur+Trans+Buah+Batu/data=!4m7!3m6!1s0x2e68e9006cbd90e9:0x5c741fb7e0534ff6!8m2!3d-6.9607203!4d107.6392042!16s%2Fg%2F11vpnfr28b!19sChIJ6ZC9bADpaC4R9k9T4LcfdFw?authuser=0&hl=id&rclk=1,True,Bandung,
Pecinta Pahala Kencana Bandung,"3,7","Jl. Peta No.68, Pelindung Hewan, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40233",,http://pahalakencana.co.id/,(022) 7231432,-6.9373077,107.598979,https://www.google.com/maps/place/Pecinta+Pahala+Kencana+Bandung/data=!4m7!3m6!1s0x2e68e762e87fb0cb:0x7d046abc2ec9ad34!8m2!3d-6.9373077!4d107.598979!16s%2Fg%2F11g2xcpxp0!19sChIJy7B_6GLnaC4RNK3JLrxqBH0?authuser=0&hl=id&rclk=1,True,Bandung,"Jakarta, Bekasi, Bogor, Depok, Cirebon, Denpasar (Bali), Surabaya, Malang"
Perum DAMRI Bandung,"5,0","Jl. Soekarno-Hatta No.787, Babakan Penghulu, Kec. Cinambo, Kota Bandung, Jawa Barat 40294",Buka 24 jam,,(022) 7800506,-6.9370563,107.6856826,https://www.google.com/maps/place/Perum+DAMRI+Bandung/data=!4m7!3m6!1s0x2e68c2b86d9948fd:0xf958cf3c0a350e4f!8m2!3d-6.9370563!4d107.6856826!16s%2Fg%2F1pzv81b7f!19sChIJ_UiZbbjCaC4RTw41CjzPWPk?authuser=0&hl=id&rclk=1,True,Bandung,
Po. Gunung Harta Cibiru,"4,5","3P89+724, Jl. Pendidikan, Cibiru Hilir, Kec. Cileunyi, Kabupaten Bandung, Jawa Barat 40615",07.00–19.00,,0823-2012-8006,-6.9343505,107.7175835,https://www.google.com/maps/place/Po.+Gunung+Harta+Cibiru/data=!4m7!3m6!1s0x2e68c3eb73242329:0xda26b08a146a5ad6!8m2!3d-6.9343505!4d107.7175835!16s%2Fg%2F11pyxtd3fw!19sChIJKSMkc-vDaC4R1lpqFIqwJto?authuser=0&hl=id&rclk=1,True,Bandung,
Po. Gunung Harta Imanuel,"4,4","Jl. Peta No.96, Situsaeur, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40234",08.00–19.00,,0812-2195-463,-6.9375539,107.5972126,https://www.google.com/maps/place/Po.+Gunung+Harta+Imanuel/data=!4m7!3m6!1s0x2e68e9852cab55b3:0x93f56fc8f38bb97f!8m2!3d-6.9375539!4d107.5972126!16s%2Fg%2F11ptwy46y2!19sChIJs1WrLIXpaC4Rf7mL88hv9ZM?authuser=0&hl=id&rclk=1,True,Bandung,
Po. Gunung Harta Solutions Cilenyi,"4,8","3Q64+WV7, Cileunyi Wetan, Kec. Cileunyi, Kabupaten Bandung, Jawa Barat 40622",,,0821-1680-2233,-6.937702,107.7571856,https://www.google.com/maps/place/Po.+Gunung+Harta+Solutions+Cilenyi/data=!4m7!3m6!1s0x2e68c346121d1fd5:0xee114c8880f68af7!8m2!3d-6.937702!4d107.7571856!16s%2Fg%2F11pl3k_s87!19sChIJ1R8dEkbDaC4R94r2gIhMEe4?authuser=0&hl=id&rclk=1,True,Bandung,
Po.Laju Prima Bandung,"5,0","Jl. Soekarno-Hatta No.197, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40222",07.00–21.00,,0813-9458-0005,-6.9414328,107.5826704,https://www.google.com/maps/place/Po.Laju+Prima+Bandung/data=!4m7!3m6!1s0x2e68e8b1b2040fcf:0x66a8bcff7628b6c!8m2!3d-6.9414328!4d107.5826704!16s%2Fg%2F11bbx0sqdd!19sChIJzw8EsrHoaC4RbIti98-LagY?authuser=0&hl=id&rclk=1,True,Bandung,
Pool BUS BARAYA PARIWISATA,"4,3","Jl. Cihampelas No.6-2, Pasir Kaliki, Kec. Cicendo, Kota Bandung, Jawa Barat 40171",08.00–21.00,,,-6.90666,107.6045762,https://www.google.com/maps/place/Pool+BUS+BARAYA+PARIWISATA/data=!4m7!3m6!1s0x2e68e7ef072705b1:0xc8340890ee3aeb63!8m2!3d-6.90666!4d107.6045762!16s%2Fg%2F11trn08pxq!19sChIJsQUnB-_naC4RY-s67pAINMg?authuser=0&hl=id&rclk=1,True,Bandung,
Pool Damri Kebon Kawung,"5,0","Jl. Kebon Kawung No.20, Pasir Kaliki, Kec. Cicendo, Kota Bandung, Jawa Barat 40171",06.00–22.00,https://wa.me/628161656743,0816-1656-743,-6.9124436,107.6027256,https://www.google.com/maps/place/Pool+Damri+Kebon+Kawung/data=!4m7!3m6!1s0x2e68e63eabf3a609:0xce8b5759107907df!8m2!3d-6.9124436!4d107.6027256!16s%2Fg%2F11b7ccyhwn!19sChIJCabzqz7maC4R3wd5EFlXi84?authuser=0&hl=id&rclk=1,True,Bandung,
Pool Gracias,"3,2","Samping Rumah Makan Simpang Raya, Jl. Dr. Djundjunan No.184, Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa Barat 45311",06.00–22.00,http://mytrans.co.id/,0878-0877-7889,-6.8925593,107.5851336,https://www.google.com/maps/place/Pool+Gracias/data=!4m7!3m6!1s0x2e68e732cf44cfd1:0xbfc5d877c4d8f6c8!8m2!3d-6.8925593!4d107.5851336!16s%2Fg%2F11sdswf23w!19sChIJ0c9EzzLnaC4RyPbYxHfYxb8?authuser=0&hl=id&rclk=1,True,Bandung,
Pool Sinar Jaya Gedebage Bandung,"4,3","Jl. Cimincrang No.10, Cimenerang, Kec. Gedebage, Kota Bandung, Jawa Barat 40294",05.00–20.00,http://www.sinarjayagroup.co.id/,0815-1403-4596,-6.9392233,107.7066246,https://www.google.com/maps/place/Pool+Sinar+Jaya+Gedebage+Bandung/data=!4m7!3m6!1s0x2e68c3b399ea0c15:0x6392ece43706ff24!8m2!3d-6.9392233!4d107.7066246!16s%2Fg%2F11v42l56r4!19sChIJFQzqmbPDaC4RJP8GN-TskmM?authuser=0&hl=id&rclk=1,True,Bandung,"Bogor, Bekasi, Jakarta, Yogyakarta, Surabaya, Banjarnegara, Temanggung, Banyuwangi, Surakarta, Purbalingga, Salatiga, Cepu, Blora, Kebumen, Sumenep, Banyumas, Sukoharjo, Pekalongan, Kuningan, Weleri, Mateseh, Karawang, Pemalang, Brebes, Purwodadi, Prambanan, Sleman, Banjar, Grobogan, Semarang, Metro, Sampang, Cilacap, Tegal, Magelang, Wonosobo, Klaten, Klampok, Boyolali"
Pos Kontrol Bis Primajasa,"4,9","XW7J+C3Q, Ciaro, Kec. Nagreg, Kabupaten Bandung, Jawa Barat 40215",,,,-7.0364157,107.9302367,https://www.google.com/maps/place/Pos+Kontrol+Bis+Primajasa/data=!4m7!3m6!1s0x2e68c974d9938307:0x388a4f9c79d36b5d!8m2!3d-7.0364157!4d107.9302367!16s%2Fg%2F11gfhhrlpf!19sChIJB4OT2XTJaC4RXWvTeZxPijg?authuser=0&hl=id&rclk=1,True,Bandung,
Pull DAMRI kebon kawung,"4,2","3JQX+QVH, Cicaheum, Kec. Kiaracondong, Kota Bandung, Jawa Barat",,,,-6.910553,107.6497334,https://www.google.com/maps/place/Pull+DAMRI+kebon+kawung/data=!4m7!3m6!1s0x2e68e737bfdede13:0x5fd177aed1947889!8m2!3d-6.910553!4d107.6497334!16s%2Fg%2F11k48wpds6!19sChIJE97evzfnaC4RiXiU0a530V8?authuser=0&hl=id&rclk=1,True,Bandung,
Putra Mitra Tour,"5,0","JL. Cipedes Hegar I, No. 46 B Rt. 05 Rw. 03, Pajajaran Cicendo, Pajajaran, Bandung, Kota Bandung, Jawa Barat 40173",,,(022) 6079311,-6.8973366,107.5889326,https://www.google.com/maps/place/Putra+Mitra+Tour/data=!4m7!3m6!1s0x2e68e69692e714a5:0xc515a270cc4d3d66!8m2!3d-6.8973366!4d107.5889326!16s%2Fg%2F1pzt4vtp7!19sChIJpRTnkpbmaC4RZj1NzHCiFcU?authuser=0&hl=id&rclk=1,True,Bandung,
Putra Palem Tour & Travel,"5,0","Cs_WA.(0838, Jl. Taman Siswa No.3 38699056Jl, Malabar, Kec. Lengkong, Kota Bandung, Jawa Barat 40262",,,(022) 7301147,-6.9284487,107.6200755,https://www.google.com/maps/place/Putra+Palem+Tour+%26+Travel/data=!4m7!3m6!1s0x2e68e8800e37af61:0x6dc1feba69118d89!8m2!3d-6.9284487!4d107.6200755!16s%2Fg%2F1pzrz2q7w!19sChIJYa83DoDoaC4RiY0Rabr-wW0?authuser=0&hl=id&rclk=1,True,Bandung,
Qiblat Tour,"4,6","Jl. Tm. Cibeunying Sel. No.15, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",09.00–17.00,https://www.qiblattour.co.id/qiblat/tentangkami/,(022) 7271409,-6.9075276,107.6257144,https://www.google.com/maps/place/Qiblat+Tour/data=!4m7!3m6!1s0x2e68e7ca726aaaa5:0x52075b8aa9668f3b!8m2!3d-6.9075276!4d107.6257144!16s%2Fg%2F1hm4x3qm_!19sChIJpapqcsrnaC4RO49mqYpbB1I?authuser=0&hl=id&rclk=1,True,Bandung,
Rabbanitour Travel Umroh | Haji Plus Terbaik,"4,8","Jl. Kejaksaan No.37A, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40111",08.30–16.30,https://rabbanitour.travel/?source=google_bisnis,0822-8000-1799,-6.9184303,107.612044,https://www.google.com/maps/place/Rabbanitour+Travel+Umroh+%7C+Haji+Plus+Terbaik/data=!4m7!3m6!1s0x2e68e628d31c8445:0xe386b2ee4cefc7ac!8m2!3d-6.9184303!4d107.612044!16s%2Fg%2F1pzswgvsk!19sChIJRYQc0yjmaC4RrMfvTO6yhuM?authuser=0&hl=id&rclk=1,True,Bandung,
Raja Tour Bandung,"4,8","Jl. Ranggamalela No.11, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116",09.00–15.30,https://rajatourbandung.com/,0812-2263-5535,-6.9015109,107.6107201,https://www.google.com/maps/place/Raja+Tour+Bandung/data=!4m7!3m6!1s0x2e68e7c268076b63:0x7faa372e4ebb3a26!8m2!3d-6.9015109!4d107.6107201!16s%2Fg%2F11b7fs8y4c!19sChIJY2sHaMLnaC4RJjq7Ti43qn8?authuser=0&hl=id&rclk=1,True,Bandung,
RedWhite Star Primajasa Bandung,"4,7","Jl. Diponegoro No.32, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",Buka 24 jam,,0812-2108-5084,-6.9014961,107.6222412,https://www.google.com/maps/place/RedWhite+Star+Primajasa+Bandung/data=!4m7!3m6!1s0x2e68e7254e1db7c1:0x7cc209743f3d38d2!8m2!3d-6.9014961!4d107.6222412!16s%2Fg%2F11nmlgmx3v!19sChIJwbcdTiXnaC4R0jg9P3QJwnw?authuser=0&hl=id&rclk=1,True,Bandung,
SAHABAT SHUTTLE BUAH BATU,"4,9","Jl. Terusan Buah Batu No.300, Kujangsari, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40287",,http://www.sahabatbis.co.id/,0811-2448-905,-6.9641192,107.6381438,https://www.google.com/maps/place/SAHABAT+SHUTTLE+BUAH+BATU/data=!4m7!3m6!1s0x2e68e918a08d5e41:0x5661b02ae3517471!8m2!3d-6.9641192!4d107.6381438!16s%2Fg%2F11h1rc6_2p!19sChIJQV6NoBjpaC4RcXRR4yqwYVY?authuser=0&hl=id&rclk=1,True,Bandung,
SINAR JAYA LEUWI PANJANG,"4,3","LEUWI PANJANG, Terminal, Jl. Leuwi Panjang Gg. Panyileukan Dalam No.16 ruko Lt. 2 No.15, Situsaeur, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40233",07.00–15.00,,0815-8538-1767,-6.9460174,107.5950749,https://www.google.com/maps/place/SINAR+JAYA+LEUWI+PANJANG/data=!4m7!3m6!1s0x2e68e9cf3a6a4df9:0x739b7da80e1a5027!8m2!3d-6.9460174!4d107.5950749!16s%2Fg%2F11slqv3qm2!19sChIJ-U1qOs_paC4RJ1AaDqh9m3M?authuser=0&hl=id&rclk=1,True,Bandung,"Bogor, Bekasi, Jakarta, Yogyakarta, Surabaya, Banjarnegara, Temanggung, Banyuwangi, Surakarta, Purbalingga, Salatiga, Cepu, Blora, Kebumen, Sumenep, Banyumas, Sukoharjo, Pekalongan, Kuningan, Weleri, Mateseh, Karawang, Pemalang, Brebes, Purwodadi, Prambanan, Sleman, Banjar, Grobogan, Semarang, Metro, Sampang, Cilacap, Tegal, Magelang, Wonosobo, Klaten, Klampok, Boyolali"
SINAR JAYA SHUTTLE PASTEUR,"4,1","Jl. Dr. Djundjunan No.69, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40173",03.00–20.00,,,-6.8965332,107.5907227,https://www.google.com/maps/place/SINAR+JAYA+SHUTTLE+PASTEUR/data=!4m7!3m6!1s0x2e68e7003f5132ad:0xd1c4af1bd7a06b53!8m2!3d-6.8965332!4d107.5907227!16s%2Fg%2F11vx25zw3w!19sChIJrTJRPwDnaC4RU2ug1xuvxNE?authuser=0&hl=id&rclk=1,True,Bandung,"Bogor, Bekasi, Jakarta, Yogyakarta, Surabaya, Banjarnegara, Temanggung, Banyuwangi, Surakarta, Purbalingga, Salatiga, Cepu, Blora, Kebumen, Sumenep, Banyumas, Sukoharjo, Pekalongan, Kuningan, Weleri, Mateseh, Karawang, Pemalang, Brebes, Purwodadi, Prambanan, Sleman, Banjar, Grobogan, Semarang, Metro, Sampang, Cilacap, Tegal, Magelang, Wonosobo, Klaten, Klampok, Boyolali"
SINARJAYA-CARINGIN BANDUNG,"4,2","Jl. Soekarno-Hatta No.197, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40223",,http://sinarjayagroup.co.id/,0815-1102-3915,-6.9414878,107.5828873,https://www.google.com/maps/place/SINARJAYA-CARINGIN+BANDUNG/data=!4m7!3m6!1s0x2e68e9d7ad31b967:0x4e6cc0ef292ea740!8m2!3d-6.9414878!4d107.5828873!16s%2Fg%2F11pkjfdx9q!19sChIJZ7kxrdfpaC4RQKcuKe_AbE4?authuser=0&hl=id&rclk=1,True,Bandung,
SOBAT TRANS Shuttle Buah Batu,"5,0","Jl. Terusan Buah Batu No.179, Kujangsari, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40287",04.30–21.00,http://www.ztrans.id/,0819-1596-6598,-6.9580178,107.6396845,https://www.google.com/maps/place/SOBAT+TRANS+Shuttle+Buah+Batu/data=!4m7!3m6!1s0x2e68e9c3f4290e7d:0xf628d6476a3f0c91!8m2!3d-6.9580178!4d107.6396845!16s%2Fg%2F11y3n3cy1q!19sChIJfQ4p9MPpaC4RkQw_akfWKPY?authuser=0&hl=id&rclk=1,True,Bandung,
Sabana Coffee Adventure,"5,0","Jl. Permai 4 No.6, Mekar Rahayu, Kec. Margaasih, Kabupaten Bandung, Jawa Barat 40218",10.00–16.00,http://sabanacoffeeadventure.id/,,-6.9746092,107.5604008,https://www.google.com/maps/place/Sabana+Coffee+Adventure/data=!4m7!3m6!1s0x2e68efd44fa77681:0xdac23074f8b59cf7!8m2!3d-6.9746092!4d107.5604008!16s%2Fg%2F11fp8j6w5y!19sChIJgXanT9TvaC4R95y1-HQwwto?authuser=0&hl=id&rclk=1,True,Bandung,
Safari Suci,"4,7","Jl. Taman Citarum No.11, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",08.30–16.30,http://www.safarisuci.co.id/,(022) 4205133,-6.9046587,107.6209482,https://www.google.com/maps/place/Safari+Suci/data=!4m7!3m6!1s0x2e68e64ad6a6b279:0xd375cd9296c671df!8m2!3d-6.9046587!4d107.6209482!16s%2Fg%2F1tsvw98c!19sChIJebKm1krmaC4R33HGlpLNddM?authuser=0&hl=id&rclk=1,True,Bandung,
Seattle Xtrans Travel,"4,4","Vio Hotel, Jl. Cihampelas No.110, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116",,,0822-4048-0735,-6.8982681,107.6042343,https://www.google.com/maps/place/Seattle+Xtrans+Travel/data=!4m7!3m6!1s0x2e68e7bffaea784d:0x463cf1db7b81f659!8m2!3d-6.8982681!4d107.6042343!16s%2Fg%2F11gs4gmpvj!19sChIJTXjq-r_naC4RWfaBe9vxPEY?authuser=0&hl=id&rclk=1,True,Bandung,
Sewa Bus Bandung - Baraya Tourist,"5,0","Jl. Komp. Griya Caraka No.G-24, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293",09.00–18.00,http://www.baraya-travel.com/,0821-2010-0391,-6.9343139,107.6744116,https://www.google.com/maps/place/Sewa+Bus+Bandung+-+Baraya+Tourist/data=!4m7!3m6!1s0x2e68e81c1883c955:0xb8bb072a1f092912!8m2!3d-6.9343139!4d107.6744116!16s%2Fg%2F11g6wv6581!19sChIJVcmDGBzoaC4REikJHyoHu7g?authuser=0&hl=id&rclk=1,True,Bandung,
Sewa Bus Pariwisata Bandung | Hayu Piknik,"5,0","Jl. Kacapiring No.30 122, Kacapiring, Kec. Batununggal, Kota Bandung, Jawa Barat 40271",Buka 24 jam,https://hayupiknik.com/,0811-1115-8989,-6.918162,107.629073,https://www.google.com/maps/place/Sewa+Bus+Pariwisata+Bandung+%7C+Hayu+Piknik/data=!4m7!3m6!1s0x2e68e768d263c6d3:0x5b312054a81a9526!8m2!3d-6.918162!4d107.629073!16s%2Fg%2F11fs_jyzr3!19sChIJ08Zj0mjnaC4RJpUaqFQgMVs?authuser=0&hl=id&rclk=1,True,Bandung,
Shelter Primajasa,"4,6","No Jl. Raya Bandung - Garut No.4, Ciherang, Kec. Nagreg, Kabupaten Bandung, Jawa Barat 40215",,,,-7.0489146,107.9005295,https://www.google.com/maps/place/Shelter+Primajasa/data=!4m7!3m6!1s0x2e68c8518a94e1a5:0x5421ee6f032bef80!8m2!3d-7.0489146!4d107.9005295!16s%2Fg%2F11bxfsyk41!19sChIJpeGUilHIaC4RgO8rA2_uIVQ?authuser=0&hl=id&rclk=1,True,Bandung,
Sinar Jaya Shuttle Ruko Surapati Core,"3,8","Ruko, Surapati Core, Jl. Khp Hasan Mustopa Blok J18, Pasirlayung, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40192",,,0811-1917-5248,-6.8997798,107.6530098,https://www.google.com/maps/place/Sinar+Jaya+Shuttle+Ruko+Surapati+Core/data=!4m7!3m6!1s0x2e68e7475edcedd3:0x4d267379839ac90!8m2!3d-6.8997798!4d107.6530098!16s%2Fg%2F11t7cbvrzg!19sChIJ0-3cXkfnaC4RkKw5mDdn0gQ?authuser=0&hl=id&rclk=1,True,Bandung,"Bogor, Bekasi, Jakarta, Yogyakarta, Surabaya, Banjarnegara, Temanggung, Banyuwangi, Surakarta, Purbalingga, Salatiga, Cepu, Blora, Kebumen, Sumenep, Banyumas, Sukoharjo, Pekalongan, Kuningan, Weleri, Mateseh, Karawang, Pemalang, Brebes, Purwodadi, Prambanan, Sleman, Banjar, Grobogan, Semarang, Metro, Sampang, Cilacap, Tegal, Magelang, Wonosobo, Klaten, Klampok, Boyolali"
Terminal Citeureup Dayaehkolot,"4,0","2J7H+P67, Citeureup, Kec. Dayeuhkolot, Kabupaten Bandung, Jawa Barat",,,,-6.985721,107.6280355,https://www.google.com/maps/place/Terminal+Citeureup+Dayaehkolot/data=!4m7!3m6!1s0x2e68e9006c12b041:0xaa2c9793d8480e7e!8m2!3d-6.985721!4d107.6280355!16s%2Fg%2F11y5q0s7kz!19sChIJQbASbADpaC4Rfg5I2JOXLKo?authuser=0&hl=id&rclk=1,True,Bandung,
Terminal Damri Leuwipanjang,"2,7","Jl. Leuwi Panjang, Situsaeur, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40233",,,0813-7399-4802,-6.9460604,107.5946567,https://www.google.com/maps/place/Terminal+Damri+Leuwipanjang/data=!4m7!3m6!1s0x2e68e93b8e62cc45:0x48a01f9a0e54247b!8m2!3d-6.9460604!4d107.5946567!16s%2Fg%2F11fd6m5dkw!19sChIJRcxijjvpaC4ReyRUDpofoEg?authuser=0&hl=id&rclk=1,True,Bandung,
Tiketux,"5,0","Jl. Purbasari 4 No.1, Cipageran, Kec. Cimahi Utara, Kota Cimahi, Jawa Barat 40511",Buka 24 jam,https://www.tiketux.com/,0818-0400-4028,-6.866641,107.5347632,https://www.google.com/maps/place/Tiketux/data=!4m7!3m6!1s0x2e68e43abd62b1f3:0xaaf93c6ba2bfe90a!8m2!3d-6.866641!4d107.5347632!16s%2Fg%2F11f08hvqhq!19sChIJ87FivTrkaC4RCum_oms8-ao?authuser=0&hl=id&rclk=1,True,Bandung,
Transit bus damri soroja,"3,8","XGPJ+256, Parungserab, Kec. Soreang, Kabupaten Bandung, Jawa Barat 40921",05.30–17.00,,,-7.0156545,107.5305406,https://www.google.com/maps/place/Transit+bus+damri+soroja/data=!4m7!3m6!1s0x2e68ed30eacaea23:0x308d8039d56222ed!8m2!3d-7.0156545!4d107.5305406!16s%2Fg%2F11t297zwg3!19sChIJI-rK6jDtaC4R7SJi1TmAjTA?authuser=0&hl=id&rclk=1,True,Bandung,
Travel Bandung Jakarta bandara dillatrans,"4,6","Bandung katapang sukamukti Perumahan pondok indah 1, Blk. B No.4, Bojongkunci, Kabupaten Bandung, Jawa Barat 40921",Buka 24 jam,https://www.dillatrans.com/,0821-1110-1634,-7.0053294,107.5746543,https://www.google.com/maps/place/Travel+Bandung+Jakarta+bandara+dillatrans/data=!4m7!3m6!1s0x2e68e9e295480449:0x93841d680d2cdce!8m2!3d-7.0053294!4d107.5746543!16s%2Fg%2F11p1310x2r!19sChIJSQRIleLpaC4Rzs3SgNZBOAk?authuser=0&hl=id&rclk=1,True,Bandung,
Travel Door To Door Bandung Jakarta,"5,0","Jalan Maleer IV No.37 Maleer Bandung, Maleer, Kec. Batununggal, Jawa Barat, 40274",00.00–23.30,,0812-2406-3099,-6.927053,107.639446,https://www.google.com/maps/place/Travel+Door+To+Door+Bandung+Jakarta/data=!4m7!3m6!1s0x2e68e7df557a3fd5:0xdb2b03f7ab01338f!8m2!3d-6.927053!4d107.639446!16s%2Fg%2F11cmz_4k4r!19sChIJ1T96Vd_naC4RjzMBq_cDK9s?authuser=0&hl=id&rclk=1,True,Bandung,
Travel Door To Door Kiw Trans,"5,0","Jalan Nusantara 1 No.92, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287",Buka 24 jam,,0812-2303-9907,-6.9675404,107.6527723,https://www.google.com/maps/place/Travel+Door+To+Door+Kiw+Trans/data=!4m7!3m6!1s0x2e68e973a3e0b273:0xe6f51c4da84b0705!8m2!3d-6.9675404!4d107.6527723!16s%2Fg%2F11sjh9r6pk!19sChIJc7Lgo3PpaC4RBQdLqE0c9eY?authuser=0&hl=id&rclk=1,True,Bandung,
